contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
SPY260331P00550000,SPY,2026-03-31,550.00,put,3.87,3.91,3.89,234,3.93,234,84,2164,2025-11-26,0.27341,-0.06861,0.00122,-0.05218,0.52589,-0.17172
SPY260331C00551000,SPY,2026-03-31,551.00,call,127.70,138.50,136.78,47,140.21,10,0,12,2025-11-26,0.25390,0.94252,0.00114,-0.09989,0.45809,1.71929
SPY260331P00551000,SPY,2026-03-31,551.00,put,4.21,3.95,3.93,234,3.97,234,8,27,2025-11-26,0.27341,-0.07013,0.00124,-0.05304,0.53480,-0.17556
SPY260331C00552000,SPY,2026-03-31,552.00,call,133.41,137.56,135.84,28,139.27,10,0,6,2025-11-26,0.25390,0.94111,0.00116,-0.10078,0.46696,1.71910
SPY260331P00552000,SPY,2026-03-31,552.00,put,0.00,4.00,3.98,234,4.02,234,0,270,2025-11-26,0.27341,-0.07166,0.00126,-0.05390,0.54378,-0.17946
SPY260331C00553000,SPY,2026-03-31,553.00,call,103.76,136.61,134.89,47,138.33,10,0,6,2025-11-26,0.25390,0.93966,0.00118,-0.10169,0.47590,1.71885
SPY260331P00553000,SPY,2026-03-31,553.00,put,4.30,4.04,4.02,234,4.06,234,3,130,2025-11-26,0.27341,-0.07322,0.00128,-0.05477,0.55282,-0.18342
SPY260331C00554000,SPY,2026-03-31,554.00,call,111.83,135.67,133.95,47,137.39,10,0,7,2025-11-26,0.25390,0.93819,0.00121,-0.10259,0.48493,1.71854
SPY260331P00554000,SPY,2026-03-31,554.00,put,0.00,4.09,4.07,234,4.11,234,0,17,2025-11-26,0.27341,-0.07481,0.00130,-0.05564,0.56193,-0.18743
SPY260331C00555000,SPY,2026-03-31,555.00,call,110.98,134.73,133.01,47,136.45,10,0,18,2025-11-26,0.25390,0.93670,0.00123,-0.10351,0.49405,1.71816
SPY260331P00555000,SPY,2026-03-31,555.00,put,4.08,4.14,4.12,234,4.16,234,3,943,2025-11-26,0.27341,-0.07641,0.00132,-0.05651,0.57109,-0.19151
SPY260331C00556000,SPY,2026-03-31,556.00,call,95.00,133.79,132.07,28,135.51,10,0,0,2025-11-26,0.25390,0.93518,0.00125,-0.10443,0.50324,1.71772
SPY260331P00556000,SPY,2026-03-31,556.00,put,0.00,4.19,4.17,70,4.21,234,0,114,2025-11-26,0.27341,-0.07804,0.00134,-0.05739,0.58031,-0.19565
SPY260331C00557000,SPY,2026-03-31,557.00,call,134.54,132.85,131.13,28,134.57,10,0,7,2025-11-26,0.25390,0.93364,0.00128,-0.10535,0.51251,1.71721
SPY260331P00557000,SPY,2026-03-31,557.00,put,0.00,4.24,4.22,76,4.26,140,0,105,2025-11-26,0.27341,-0.07969,0.00136,-0.05828,0.58960,-0.19985
SPY260331C00558000,SPY,2026-03-31,558.00,call,104.60,131.91,130.19,28,133.63,10,0,41,2025-11-26,0.25390,0.93207,0.00130,-0.10628,0.52186,1.71664
SPY260331P00558000,SPY,2026-03-31,558.00,put,0.00,4.29,4.27,76,4.31,140,0,220,2025-11-26,0.27341,-0.08137,0.00138,-0.05917,0.59893,-0.20411
SPY260331C00559000,SPY,2026-03-31,559.00,call,136.21,130.97,129.25,47,132.70,10,0,12,2025-11-26,0.25390,0.93047,0.00132,-0.10722,0.53128,1.71600
SPY260331P00559000,SPY,2026-03-31,559.00,put,0.00,4.34,4.32,76,4.36,140,0,186,2025-11-26,0.27341,-0.08306,0.00141,-0.06006,0.60832,-0.20843
SPY260331C00560000,SPY,2026-03-31,560.00,call,109.32,130.03,128.31,47,131.76,10,0,64,2025-11-26,0.25390,0.92885,0.00135,-0.10816,0.54078,1.71529
SPY260331P00560000,SPY,2026-03-31,560.00,put,4.41,4.39,4.37,140,4.41,140,9,2128,2025-11-26,0.27341,-0.08479,0.00143,-0.06096,0.61777,-0.21282
SPY260331C00561000,SPY,2026-03-31,561.00,call,115.80,129.09,127.37,47,130.82,10,0,85,2025-11-26,0.25390,0.92720,0.00137,-0.10911,0.55036,1.71452
SPY260331P00561000,SPY,2026-03-31,561.00,put,0.00,4.44,4.42,140,4.46,140,0,24,2025-11-26,0.27341,-0.08653,0.00145,-0.06186,0.62726,-0.21726
SPY260331C00562000,SPY,2026-03-31,562.00,call,125.99,128.16,126.44,28,129.89,10,0,33,2025-11-26,0.25390,0.92553,0.00139,-0.11007,0.56000,1.71368
SPY260331P00562000,SPY,2026-03-31,562.00,put,0.00,4.49,4.47,140,4.51,140,0,54,2025-11-26,0.27341,-0.08830,0.00147,-0.06276,0.63681,-0.22177
SPY260331C00563000,SPY,2026-03-31,563.00,call,97.30,127.23,125.50,47,128.96,10,0,7,2025-11-26,0.23438,0.93805,0.00131,-0.09985,0.48583,1.74939
SPY260331P00563000,SPY,2026-03-31,563.00,put,0.00,4.55,4.53,76,4.57,140,0,67,2025-11-26,0.27341,-0.09009,0.00149,-0.06367,0.64640,-0.22634
SPY260331C00564000,SPY,2026-03-31,564.00,call,121.13,126.30,124.57,28,128.02,10,0,18,2025-11-26,0.23438,0.93645,0.00134,-0.10074,0.49556,1.74877
SPY260331P00564000,SPY,2026-03-31,564.00,put,0.00,4.60,4.58,140,4.62,140,0,63,2025-11-26,0.27341,-0.09191,0.00152,-0.06458,0.65604,-0.23097
SPY260331C00565000,SPY,2026-03-31,565.00,call,118.95,125.36,123.63,47,127.09,10,0,92,2025-11-26,0.23438,0.93483,0.00136,-0.10164,0.50538,1.74809
SPY260331P00565000,SPY,2026-03-31,565.00,put,4.67,4.65,4.63,171,4.68,146,9,228,2025-11-26,0.27341,-0.09375,0.00154,-0.06549,0.66573,-0.23567
SPY260331C00566000,SPY,2026-03-31,566.00,call,86.15,124.43,122.70,47,126.16,10,0,34,2025-11-26,0.23438,0.93317,0.00139,-0.10255,0.51529,1.74733
SPY260331P00566000,SPY,2026-03-31,566.00,put,0.00,4.71,4.69,140,4.73,140,0,259,2025-11-26,0.27341,-0.09561,0.00156,-0.06641,0.67546,-0.24043
SPY260331C00567000,SPY,2026-03-31,567.00,call,97.99,123.50,121.77,28,125.23,10,0,15,2025-11-26,0.23438,0.93149,0.00142,-0.10346,0.52529,1.74649
SPY260331P00567000,SPY,2026-03-31,567.00,put,0.00,4.77,4.75,76,4.79,140,0,64,2025-11-26,0.27341,-0.09750,0.00158,-0.06733,0.68522,-0.24525
SPY260331C00568000,SPY,2026-03-31,568.00,call,119.52,122.56,120.83,47,124.30,10,0,58,2025-11-26,0.23438,0.92978,0.00144,-0.10438,0.53537,1.74558
SPY260331P00568000,SPY,2026-03-31,568.00,put,0.00,4.82,4.80,140,4.85,140,0,92,2025-11-26,0.27341,-0.09941,0.00161,-0.06825,0.69503,-0.25013
SPY260331C00569000,SPY,2026-03-31,569.00,call,111.36,121.64,119.90,47,123.37,10,0,15,2025-11-26,0.23438,0.92803,0.00147,-0.10530,0.54554,1.74460
SPY260331P00569000,SPY,2026-03-31,569.00,put,0.00,4.88,4.86,140,4.91,140,0,106,2025-11-26,0.25390,-0.08692,0.00157,-0.05718,0.62936,-0.21704
SPY260331C00570000,SPY,2026-03-31,570.00,call,112.30,120.70,118.97,47,122.44,10,0,1144,2025-11-26,0.23438,0.92626,0.00150,-0.10623,0.55580,1.74354
SPY260331P00570000,SPY,2026-03-31,570.00,put,4.87,4.95,4.92,140,4.97,142,81,494,2025-11-26,0.25390,-0.08880,0.00159,-0.05806,0.63952,-0.22182
SPY260331C00571000,SPY,2026-03-31,571.00,call,82.16,119.78,118.05,28,121.51,10,0,5,2025-11-26,0.23438,0.92446,0.00153,-0.10716,0.56614,1.74240
SPY260331P00571000,SPY,2026-03-31,571.00,put,4.93,5.01,4.98,140,5.03,140,1,227,2025-11-26,0.25390,-0.09072,0.00162,-0.05895,0.64972,-0.22666
SPY260331C00572000,SPY,2026-03-31,572.00,call,119.75,118.85,117.12,47,120.58,10,0,39,2025-11-26,0.23438,0.92263,0.00155,-0.10810,0.57656,1.74118
SPY260331P00572000,SPY,2026-03-31,572.00,put,0.00,5.07,5.05,76,5.09,140,0,48,2025-11-26,0.25390,-0.09265,0.00164,-0.05984,0.65998,-0.23157
SPY260331C00573000,SPY,2026-03-31,573.00,call,121.49,117.92,116.19,47,119.66,10,0,38,2025-11-26,0.23438,0.92076,0.00158,-0.10904,0.58705,1.73988
SPY260331P00573000,SPY,2026-03-31,573.00,put,5.01,5.13,5.11,140,5.15,140,1,30,2025-11-26,0.25390,-0.09462,0.00167,-0.06073,0.67029,-0.23656
SPY260331C00574000,SPY,2026-03-31,574.00,call,113.10,117.00,115.26,56,118.73,10,0,227,2025-11-26,0.23438,0.91887,0.00161,-0.10999,0.59762,1.73851
SPY260331P00574000,SPY,2026-03-31,574.00,put,0.00,5.20,5.17,140,5.22,140,0,155,2025-11-26,0.25390,-0.09661,0.00169,-0.06163,0.68065,-0.24161
SPY260331C00575000,SPY,2026-03-31,575.00,call,110.75,116.08,114.34,56,117.81,10,0,247,2025-11-26,0.23438,0.91695,0.00164,-0.11095,0.60827,1.73706
SPY260331P00575000,SPY,2026-03-31,575.00,put,5.24,5.26,5.23,140,5.28,140,46,472,2025-11-26,0.25390,-0.09863,0.00172,-0.06252,0.69106,-0.24674
SPY260331C00576000,SPY,2026-03-31,576.00,call,104.57,115.15,113.41,56,116.89,10,0,206,2025-11-26,0.23438,0.91499,0.00167,-0.11190,0.61898,1.73552
SPY260331P00576000,SPY,2026-03-31,576.00,put,0.00,5.32,5.30,140,5.35,140,0,7,2025-11-26,0.25390,-0.10068,0.00175,-0.06342,0.70151,-0.25194
SPY260331C00577000,SPY,2026-03-31,577.00,call,122.59,114.22,112.49,56,115.96,10,0,23,2025-11-26,0.23438,0.91301,0.00170,-0.11286,0.62977,1.73391
SPY260331P00577000,SPY,2026-03-31,577.00,put,0.00,5.39,5.37,76,5.41,140,0,4476,2025-11-26,0.25390,-0.10275,0.00177,-0.06433,0.71201,-0.25721
SPY260331C00578000,SPY,2026-03-31,578.00,call,109.79,113.31,111.57,56,115.04,10,0,233,2025-11-26,0.23438,0.91099,0.00173,-0.11383,0.64062,1.73222
SPY260331P00578000,SPY,2026-03-31,578.00,put,0.00,5.46,5.43,140,5.48,140,0,123,2025-11-26,0.25390,-0.10486,0.00180,-0.06523,0.72254,-0.26255
SPY260331C00579000,SPY,2026-03-31,579.00,call,88.28,112.39,110.65,56,114.12,10,0,98,2025-11-26,0.23438,0.90894,0.00176,-0.11480,0.65153,1.73045
SPY260331P00579000,SPY,2026-03-31,579.00,put,0.00,5.53,5.50,140,5.55,140,0,281,2025-11-26,0.25390,-0.10699,0.00183,-0.06614,0.73311,-0.26796
SPY260331C00580000,SPY,2026-03-31,580.00,call,111.37,111.47,109.73,33,113.20,10,1,127,2025-11-26,0.23438,0.90687,0.00179,-0.11577,0.66251,1.72860
SPY260331P00580000,SPY,2026-03-31,580.00,put,5.51,5.60,5.57,140,5.62,140,108,3286,2025-11-26,0.25390,-0.10914,0.00185,-0.06704,0.74372,-0.27345
SPY260331C00581000,SPY,2026-03-31,581.00,call,104.25,110.55,108.81,55,112.29,10,0,80,2025-11-26,0.23438,0.90476,0.00182,-0.11674,0.67354,1.72666
SPY260331P00581000,SPY,2026-03-31,581.00,put,0.00,5.67,5.64,140,5.69,140,0,268,2025-11-26,0.25390,-0.11132,0.00188,-0.06795,0.75436,-0.27901
SPY260331C00582000,SPY,2026-03-31,582.00,call,99.81,109.63,107.89,55,111.37,10,0,339,2025-11-26,0.23438,0.90262,0.00185,-0.11772,0.68464,1.72465
SPY260331P00582000,SPY,2026-03-31,582.00,put,0.00,5.73,5.71,140,5.76,140,0,220,2025-11-26,0.25390,-0.11354,0.00190,-0.06886,0.76503,-0.28464
SPY260331C00583000,SPY,2026-03-31,583.00,call,115.29,108.72,106.98,1,110.46,10,0,70,2025-11-26,0.23438,0.90044,0.00188,-0.11870,0.69578,1.72255
SPY260331P00583000,SPY,2026-03-31,583.00,put,6.17,5.80,5.78,140,5.83,140,122,84,2025-11-26,0.25390,-0.11577,0.00193,-0.06977,0.77573,-0.29034
SPY260331C00584000,SPY,2026-03-31,584.00,call,92.38,107.80,106.06,33,109.54,10,0,163,2025-11-26,0.23438,0.89824,0.00191,-0.11968,0.70698,1.72037
SPY260331P00584000,SPY,2026-03-31,584.00,put,0.00,5.88,5.86,140,5.91,140,0,149,2025-11-26,0.25390,-0.11804,0.00196,-0.07068,0.78646,-0.29612
SPY260331C00585000,SPY,2026-03-31,585.00,call,97.81,106.89,105.15,1,108.63,10,0,164,2025-11-26,0.23438,0.89601,0.00194,-0.12067,0.71823,1.71811
SPY260331P00585000,SPY,2026-03-31,585.00,put,0.00,5.96,5.93,140,5.98,140,0,768,2025-11-26,0.25390,-0.12033,0.00198,-0.07159,0.79721,-0.30196
SPY260331C00586000,SPY,2026-03-31,586.00,call,104.31,105.98,104.24,1,107.72,10,0,22,2025-11-26,0.23438,0.89374,0.00197,-0.12165,0.72952,1.71577
SPY260331P00586000,SPY,2026-03-31,586.00,put,0.00,6.04,6.01,140,6.06,140,0,349,2025-11-26,0.25390,-0.12265,0.00201,-0.07250,0.80798,-0.30788
SPY260331C00590000,SPY,2026-03-31,590.00,call,89.71,102.34,100.60,1,104.08,10,0,229,2025-11-26,0.23438,0.88436,0.00209,-0.12561,0.77510,1.70558
SPY260331P00590000,SPY,2026-03-31,590.00,put,6.37,6.36,6.33,76,6.38,169,4,1114,2025-11-26,0.23438,-0.11564,0.00209,-0.06372,0.77510,-0.28830
SPY260331C00595000,SPY,2026-03-31,595.00,call,83.57,97.82,96.08,1,99.56,10,0,65,2025-11-26,0.21487,0.89004,0.00220,-0.11823,0.74774,1.73841
SPY260331P00595000,SPY,2026-03-31,595.00,put,6.63,6.78,6.75,140,6.80,140,11,570,2025-11-26,0.23438,-0.12807,0.00225,-0.06815,0.83276,-0.31981
SPY260331C00600000,SPY,2026-03-31,600.00,call,94.09,93.33,91.59,1,95.07,10,40,597,2025-11-26,0.21487,0.87701,0.00238,-0.12305,0.80955,1.72257
SPY260331P00600000,SPY,2026-03-31,600.00,put,7.20,7.23,7.21,95,7.26,140,17253,12051,2025-11-26,0.23438,-0.14129,0.00240,-0.07255,0.89084,-0.35339
SPY260331C00605000,SPY,2026-03-31,605.00,call,79.06,88.87,87.13,1,90.61,10,0,81,2025-11-26,0.21487,0.86306,0.00257,-0.12786,0.87207,1.70432
SPY260331P00605000,SPY,2026-03-31,605.00,put,7.69,7.72,7.70,140,7.75,76,10,216,2025-11-26,0.23438,-0.15528,0.00256,-0.07689,0.94894,-0.38904
SPY260331C00610000,SPY,2026-03-31,610.00,call,77.10,84.46,82.72,1,86.20,10,0,267,2025-11-26,0.21487,0.84820,0.00275,-0.13261,0.93481,1.68366
SPY260331P00610000,SPY,2026-03-31,610.00,put,8.24,8.26,8.23,140,8.29,140,80,796,2025-11-26,0.23438,-0.17003,0.00271,-0.08113,1.00666,-0.42673
SPY260331C00615000,SPY,2026-03-31,615.00,call,72.20,80.09,78.35,1,81.83,10,0,261,2025-11-26,0.21487,0.83243,0.00293,-0.13726,0.99727,1.66061
SPY260331P00615000,SPY,2026-03-31,615.00,put,8.74,8.83,8.80,140,8.86,140,7,1490,2025-11-26,0.21487,-0.16757,0.00293,-0.07275,0.99727,-0.41775
SPY260331C00620000,SPY,2026-03-31,620.00,call,76.00,75.75,74.01,1,77.50,10,1,517,2025-11-26,0.19536,0.83578,0.00318,-0.12933,0.98434,1.68859
SPY260331P00620000,SPY,2026-03-31,620.00,put,9.45,9.45,9.42,124,9.48,124,62,3586,2025-11-26,0.21487,-0.18422,0.00311,-0.07673,1.05892,-0.46005
SPY260331C00625000,SPY,2026-03-31,625.00,call,71.90,71.47,69.73,1,73.22,10,10,1047,2025-11-26,0.19536,0.81779,0.00340,-0.13372,1.05170,1.66019
SPY260331P00625000,SPY,2026-03-31,625.00,put,10.11,10.12,10.09,124,10.15,85,77,1391,2025-11-26,0.21487,-0.20171,0.00329,-0.08054,1.11926,-0.50463
SPY260331C00630000,SPY,2026-03-31,630.00,call,68.34,67.31,66.61,1,68.01,1,2,3098,2025-11-26,0.19536,0.79879,0.00362,-0.13790,1.11761,1.62905
SPY260331P00630000,SPY,2026-03-31,630.00,put,10.86,10.85,10.81,124,10.88,124,751,4321,2025-11-26,0.21487,-0.22001,0.00346,-0.08411,1.17775,-0.55143
SPY260331C00635000,SPY,2026-03-31,635.00,call,63.11,63.14,62.43,1,63.84,1,2,750,2025-11-26,0.19536,0.77880,0.00382,-0.14184,1.18139,1.59527
SPY260331P00635000,SPY,2026-03-31,635.00,put,11.37,11.63,11.60,124,11.67,124,11,4142,2025-11-26,0.21487,-0.23907,0.00363,-0.08742,1.23389,-0.60035
SPY260331C00640000,SPY,2026-03-31,640.00,call,60.21,59.02,58.31,1,59.72,1,8,3557,2025-11-26,0.19536,0.75790,0.00402,-0.14548,1.24239,1.55898
SPY260331P00640000,SPY,2026-03-31,640.00,put,12.24,12.48,12.45,124,12.52,124,34,1205,2025-11-26,0.19536,-0.24210,0.00402,-0.07834,1.24239,-0.60387
SPY260331C00645000,SPY,2026-03-31,645.00,call,51.69,54.97,54.26,1,55.69,1,0,342,2025-11-26,0.17585,0.75474,0.00450,-0.13680,1.25110,1.57216
SPY260331P00645000,SPY,2026-03-31,645.00,put,13.41,13.40,13.37,124,13.44,124,26,972,2025-11-26,0.19536,-0.26386,0.00421,-0.08112,1.29997,-0.65943
SPY260331C00650000,SPY,2026-03-31,650.00,call,51.18,51.00,50.29,1,51.70,1,38,1974,2025-11-26,0.17585,0.73054,0.00472,-0.13984,1.31383,1.52780
SPY260331P00650000,SPY,2026-03-31,650.00,put,14.37,14.41,14.37,124,14.45,124,339,1072,2025-11-26,0.19536,-0.28640,0.00438,-0.08351,1.35352,-0.71720
SPY260331C00655000,SPY,2026-03-31,655.00,call,46.00,47.11,46.41,1,47.81,1,1,925,2025-11-26,0.17585,0.70540,0.00493,-0.14244,1.37153,1.48080
SPY260331P00655000,SPY,2026-03-31,655.00,put,15.41,15.50,15.46,124,15.54,124,36,1254,2025-11-26,0.19536,-0.30963,0.00454,-0.08548,1.40251,-0.77699
SPY260331C00660000,SPY,2026-03-31,660.00,call,44.00,43.30,42.61,1,44.00,1,12,787,2025-11-26,0.17585,0.67943,0.00512,-0.14456,1.42347,1.43142
SPY260331P00660000,SPY,2026-03-31,660.00,put,16.72,16.68,16.64,124,16.72,83,46,1130,2025-11-26,0.17585,-0.32057,0.00512,-0.07533,1.42347,-0.79902
SPY260331C00665000,SPY,2026-03-31,665.00,call,39.90,39.69,39.09,12,40.29,2,17,665,2025-11-26,0.17585,0.65275,0.00528,-0.14616,1.46902,1.37994
SPY260331P00665000,SPY,2026-03-31,665.00,put,18.02,17.98,17.94,74,18.02,109,117,1291,2025-11-26,0.17585,-0.34725,0.00528,-0.07641,1.46902,-0.86740
SPY260331C00670000,SPY,2026-03-31,670.00,call,36.27,36.17,35.63,6,36.71,2,63,1464,2025-11-26,0.15634,0.63599,0.00604,-0.13566,1.49369,1.36110
SPY260331P00670000,SPY,2026-03-31,670.00,put,18.95,19.40,19.35,109,19.44,109,43,2037,2025-11-26,0.17585,-0.37450,0.00542,-0.07694,1.50762,-0.93758
SPY260331C00675000,SPY,2026-03-31,675.00,call,32.70,32.88,32.50,1,33.26,2,54,862,2025-11-26,0.15634,0.60507,0.00619,-0.13609,1.53144,1.29902
SPY260331P00675000,SPY,2026-03-31,675.00,put,20.78,20.95,20.90,109,20.99,59,88,1543,2025-11-26,0.17585,-0.40218,0.00553,-0.07692,1.53886,-1.00924
SPY260331C00680000,SPY,2026-03-31,680.00,call,29.47,29.43,28.91,12,29.94,2,142,2021,2025-11-26,0.15634,0.57371,0.00631,-0.13588,1.55964,1.23538
SPY260331P00680000,SPY,2026-03-31,680.00,put,22.69,22.66,22.61,109,22.71,109,171,1244,2025-11-26,0.17585,-0.43015,0.00562,-0.07631,1.56242,-1.08206
SPY260331C00685000,SPY,2026-03-31,685.00,call,26.40,26.12,26.08,109,26.17,109,71,1107,2025-11-26,0.15634,0.54211,0.00638,-0.13501,1.57795,1.17064
SPY260331P00685000,SPY,2026-03-31,685.00,put,24.50,24.54,24.48,109,24.59,109,57,5290,2025-11-26,0.17585,-0.45826,0.00567,-0.07513,1.57811,-1.15570
SPY260331C00690000,SPY,2026-03-31,690.00,call,23.21,23.15,23.11,59,23.19,59,129,1619,2025-11-26,0.15634,0.51048,0.00641,-0.13350,1.58626,1.10528
SPY260331P00690000,SPY,2026-03-31,690.00,put,26.23,26.61,26.55,109,26.66,109,6,360,2025-11-26,0.15634,-0.48952,0.00641,-0.06112,1.58626,-1.22654
SPY260331C00695000,SPY,2026-03-31,695.00,call,21.00,20.35,20.31,109,20.40,109,414,1373,2025-11-26,0.13683,0.47115,0.00731,-0.11865,1.58265,1.03205
SPY260331P00695000,SPY,2026-03-31,695.00,put,28.42,28.88,28.82,109,28.93,59,4,375,2025-11-26,0.15634,-0.52099,0.00641,-0.05846,1.58461,-1.30895
SPY260331C00700000,SPY,2026-03-31,700.00,call,17.85,17.76,17.72,109,17.80,109,4186,6815,2025-11-26,0.13683,0.43569,0.00723,-0.11541,1.56614,0.95664
SPY260331P00700000,SPY,2026-03-31,700.00,put,32.12,31.96,31.02,6,32.90,1,1,199,2025-11-26,0.15634,-0.55211,0.00636,-0.05520,1.57325,-1.39106
SPY260331C00705000,SPY,2026-03-31,705.00,call,15.75,15.37,15.33,124,15.41,124,9,1715,2025-11-26,0.13683,0.40098,0.00710,-0.11155,1.53767,0.88241
SPY260331P00705000,SPY,2026-03-31,705.00,put,34.06,34.25,32.72,1,35.78,1,80,66,2025-11-26,0.15634,-0.58270,0.00628,-0.05139,1.55259,-1.47244
SPY260331C00710000,SPY,2026-03-31,710.00,call,13.53,13.20,13.16,67,13.23,124,5,1578,2025-11-26,0.13683,0.36728,0.00692,-0.10714,1.49816,0.80994
SPY260331P00710000,SPY,2026-03-31,710.00,put,38.74,37.16,35.40,10,38.92,10,3,26,2025-11-26,0.15634,-0.61258,0.00616,-0.04706,1.52320,-1.55269
SPY260331C00715000,SPY,2026-03-31,715.00,call,11.48,11.23,11.20,124,11.27,67,12,1219,2025-11-26,0.13683,0.33480,0.00669,-0.10225,1.44872,0.73977
SPY260331P00715000,SPY,2026-03-31,715.00,put,0.00,40.45,38.69,10,42.21,10,0,5,2025-11-26,0.15634,-0.64160,0.00601,-0.04227,1.48576,-1.63142
SPY260331C00720000,SPY,2026-03-31,720.00,call,9.75,9.50,9.47,140,9.54,140,155,3514,2025-11-26,0.13683,0.30372,0.00642,-0.09698,1.39063,0.67234
SPY260331P00720000,SPY,2026-03-31,720.00,put,0.00,44.00,42.25,10,45.76,10,0,42,2025-11-26,0.15634,-0.66964,0.00583,-0.03709,1.44109,-1.70832
SPY260331C00725000,SPY,2026-03-31,725.00,call,8.22,7.98,7.95,140,8.02,140,13,1252,2025-11-26,0.13683,0.27420,0.00612,-0.09141,1.32528,0.60806
SPY260331P00725000,SPY,2026-03-31,725.00,put,47.31,47.84,46.08,10,49.59,10,1,4,2025-11-26,0.15634,-0.69657,0.00562,-0.03158,1.39005,-1.78308
SPY260331C00730000,SPY,2026-03-31,730.00,call,6.86,6.67,6.63,156,6.70,156,74,1485,2025-11-26,0.13683,0.24636,0.00579,-0.08562,1.25411,0.54722
SPY260331P00730000,SPY,2026-03-31,730.00,put,0.00,51.91,50.15,10,53.66,1,0,2,2025-11-26,0.15634,-0.72230,0.00539,-0.02580,1.33357,-1.85547
SPY260331C00735000,SPY,2026-03-31,735.00,call,5.77,5.53,5.50,156,5.56,104,20,800,2025-11-26,0.13683,0.22028,0.00544,-0.07972,1.17858,0.49006
SPY260331P00735000,SPY,2026-03-31,735.00,put,0.00,56.22,54.47,10,57.96,1,0,1,2025-11-26,0.17585,-0.71897,0.00482,-0.03632,1.34130,-1.86939
SPY260331C00740000,SPY,2026-03-31,740.00,call,4.72,4.57,4.55,171,4.60,92,43,1974,2025-11-26,0.11731,0.15609,0.00513,-0.05557,0.95220,0.35068
SPY260331P00740000,SPY,2026-03-31,740.00,put,0.00,60.70,58.95,10,62.44,1,0,0,2025-11-26,0.17585,-0.74076,0.00463,-0.03061,1.28823,-1.93298
SPY260331C00745000,SPY,2026-03-31,745.00,call,3.91,3.77,3.75,115,3.80,171,148,549,2025-11-26,0.11731,0.13377,0.00462,-0.04961,0.85820,0.30092
SPY260331P00745000,SPY,2026-03-31,745.00,put,65.12,65.32,63.58,10,67.07,1,3,0,2025-11-26,0.17585,-0.76149,0.00443,-0.02477,1.23230,-1.99447
SPY260331C00750000,SPY,2026-03-31,750.00,call,3.24,3.10,3.08,202,3.13,202,44,1731,2025-11-26,0.11731,0.11388,0.00413,-0.04394,0.76667,0.25647
SPY260331P00750000,SPY,2026-03-31,750.00,put,0.00,70.06,68.31,10,71.80,1,0,3,2025-11-26,0.19536,-0.75420,0.00405,-0.03583,1.25260,-1.99915
SPY260331C00755000,SPY,2026-03-31,755.00,call,2.67,2.55,2.53,218,2.57,118,58,2472,2025-11-26,0.11731,0.09630,0.00366,-0.03860,0.67901,0.21712
SPY260331P00755000,SPY,2026-03-31,755.00,put,0.00,74.88,73.13,10,76.64,1,0,0,2025-11-26,0.19536,-0.77213,0.00389,-0.03012,1.20149,-2.05435
SPY260331C00760000,SPY,2026-03-31,760.00,call,2.24,2.10,2.08,234,2.12,238,407,805,2025-11-26,0.11731,0.08089,0.00321,-0.03365,0.59630,0.18258
SPY260331P00760000,SPY,2026-03-31,760.00,put,0.00,79.84,78.08,10,81.59,10,0,0,2025-11-26,0.19536,-0.78919,0.00372,-0.02436,1.14893,-2.10780
SPY260331C00765000,SPY,2026-03-31,765.00,call,1.76,1.73,1.71,416,1.75,416,16,2032,2025-11-26,0.11731,0.06751,0.00280,-0.02910,0.51934,0.15252
SPY260331P00765000,SPY,2026-03-31,765.00,put,0.00,84.84,83.08,10,86.59,10,0,0,2025-11-26,0.21487,-0.77991,0.00347,-0.03582,1.17800,-2.10780
SPY260331C00770000,SPY,2026-03-31,770.00,call,1.53,1.44,1.43,50,1.44,468,119,4838,2025-11-26,0.11731,0.05597,0.00242,-0.02498,0.44864,0.12658
SPY260331P00770000,SPY,2026-03-31,770.00,put,0.00,89.84,88.08,10,91.59,10,0,0,2025-11-26,0.21487,-0.79494,0.00332,-0.03021,1.13031,-2.15669
SPY260331C00775000,SPY,2026-03-31,775.00,call,1.20,1.19,1.18,52,1.19,160,67,1715,2025-11-26,0.11731,0.04611,0.00207,-0.02128,0.38449,0.10437
SPY260331P00775000,SPY,2026-03-31,775.00,put,0.00,94.84,93.08,10,96.59,10,0,0,2025-11-26,0.23438,-0.78563,0.00313,-0.04183,1.16020,-2.15663
SPY260331C00780000,SPY,2026-03-31,780.00,call,1.02,0.98,0.98,58,0.99,494,111,3532,2025-11-26,0.11731,0.03775,0.00176,-0.01800,0.32695,0.08551
SPY260331P00780000,SPY,2026-03-31,780.00,put,0.00,99.84,98.08,10,101.59,10,0,0,2025-11-26,0.23438,-0.79906,0.00301,-0.03635,1.11671,-2.20189
SPY260331C00785000,SPY,2026-03-31,785.00,call,0.87,0.82,0.82,57,0.83,520,77,1964,2025-11-26,0.11731,0.03071,0.00149,-0.01511,0.27590,0.06961
SPY260331P00785000,SPY,2026-03-31,785.00,put,0.00,104.84,103.08,10,106.59,10,0,0,2025-11-26,0.23438,-0.81188,0.00289,-0.03086,1.07278,-2.24595
SPY260331C00790000,SPY,2026-03-31,790.00,call,0.73,0.69,0.68,61,0.70,784,158,5741,2025-11-26,0.11731,0.02482,0.00125,-0.01259,0.23108,0.05632
